x
Cre01.g004157
Cre01.g007450
Cre01.g008250
Cre01.g009350
Cre01.g011150
Cre01.g012100
Cre01.g012550
Cre01.g016750
Cre01.g021800
Cre01.g022150
Cre01.g024500
Cre01.g027300
Cre01.g028900
Cre01.g031350
Cre01.g047218
Cre01.g049950
Cre02.g081950
Cre02.g084400
Cre02.g084450
Cre02.g087500
Cre02.g089500
Cre02.g100450
Cre02.g103300
Cre02.g107250
Cre02.g108700
Cre02.g109100
Cre02.g109450
Cre02.g117100
Cre02.g118300
Cre02.g120000
Cre02.g144550
Cre02.g144600
Cre02.g144650
Cre02.g147250
Cre03.g148700
Cre03.g151650
Cre03.g162200
Cre03.g163266
Cre03.g165471
Cre03.g167350
Cre03.g177500
Cre03.g180450
Cre03.g191400
Cre03.g195150
Cre03.g199800
Cre03.g200850
Cre03.g203600
Cre03.g205500
Cre03.g207100
Cre04.g211850
Cre04.g214600
Cre04.g215700
Cre04.g216811
Cre04.g219100
Cre04.g223050
Cre04.g224200
Cre04.g227400
Cre05.g230700
Cre05.g238935
Cre05.g248400
Cre05.g248450
Cre06.g250050
Cre06.g256350
Cre06.g260550
Cre06.g260750
Cre06.g273400
Cre06.g288900
Cre06.g288908
Cre06.g289300
Cre06.g293100
Cre06.g297400
Cre06.g303050
Cre06.g306900
Cre06.g307750
Cre07.g314500
Cre07.g321800
Cre07.g324500
Cre07.g325200
Cre07.g336150
Cre07.g348650
Cre07.g352000
Cre07.g352100
Cre07.g352213
Cre07.g355800
Cre07.g355950
Cre08.g359600
Cre08.g360200
Cre08.g360444
Cre08.g360450
Cre08.g365200
Cre08.g365300
Cre08.g365900
Cre08.g366600
Cre08.g367400
Cre08.g367500
Cre08.g368650
Cre08.g368850
Cre08.g370950
Cre08.g378150
Cre08.g378950
Cre08.g381600
Cre08.g385350
Cre09.g391400
Cre09.g391850
Cre09.g393000
Cre09.g397850
Cre09.g399250
Cre09.g400600
Cre09.g403650
Cre09.g410150
Cre09.g410750
Cre09.g410800
Cre09.g410900
Cre09.g410950
Cre09.g411050
Cre10.g421150
Cre10.g427950
Cre10.g428950
Cre10.g434850
Cre10.g437600
Cre10.g439500
Cre10.g448150
Cre10.g448550
Cre10.g458224
Cre10.g461200
Cre10.g463350
Cre10.g463355
Cre10.g463750
Cre11.g480050
Cre11.g481750
Cre11.g481850
Cre12.g487000
Cre12.g488200
Cre12.g488450
Cre12.g489300
Cre12.g490800
Cre12.g492600
Cre12.g494650
Cre12.g495100
Cre12.g500200
Cre12.g500850
Cre12.g501350
Cre12.g505137
Cre12.g516300
Cre12.g523700
Cre12.g526800
Cre12.g532800
Cre12.g532950
Cre12.g533100
Cre12.g534961
Cre12.g537900
Cre12.g556700
Cre12.g559800
Cre12.g560500
Cre13.g569850
Cre13.g575550
Cre13.g576950
Cre13.g584200
Cre13.g588800
Cre13.g590300
Cre13.g590905
Cre13.g591550
Cre13.g603550
Cre14.g610250
Cre14.g615350
Cre14.g616650
Cre14.g619050
Cre14.g621800
Cre14.g624750
Cre14.g631300
Cre15.g634550
Cre15.g637700
Cre15.g640200
Cre16.g657750
Cre16.g658850
Cre16.g659450
Cre16.g671700
Cre16.g672250
Cre16.g673250
Cre16.g673300
Cre16.g673350
Cre16.g673400
Cre16.g674900
Cre16.g675050
Cre16.g676537
Cre16.g681250
Cre16.g681350
Cre16.g682200
Cre16.g686750
Cre16.g691750
Cre17.g698519
Cre17.g703800
Cre17.g705750
Cre17.g706250
Cre17.g706550
Cre17.g714100
Cre17.g714150
Cre17.g714450
Cre17.g714750
Cre17.g725150
Cre17.g730000
Cre17.g734125
g10047
g10050
g10127
g10181
g10349
g10693
g11059
g11480
g11486
g11487
g11544
g11553
g11562
g11594
g11604
g12566
g12807
g13076
g1336
g13810
g13813
g1387
g13887
g13912
g13950
g13954
g14123
g14272
g14297
g1449
g14592
g14599
g14724
g14730
g14909
g15139
g15376
g15545
g16156
g16422
g16423
g16471
g16477
g16580
g16616
g1666
g16717
g16781
g16863
g17513
g1771
g17774
g17801
g17837
g17998
g18334
g1912
g1977
g2048
g2313
g2481
g2870
g2938
g3268
g4358
g4374
g4421
g4422
g4425
g4547
g468
g4809
g5109
g5256
g5501
g5714
g6509
g6771
g6873
g7188
g7832
g7916
g8344
g8386
g8388
g8540
g8541
g8551
g8552
g8553
g8556
g8557
g8558
g8694
g9501
g952
g9535
g9538
g955
g9633
g9693
g9716
g9780
g9835
g9839
