x
ChreCp002
ChreCp003
ChreCp004
ChreCp005
ChreCp006
ChreCp008
ChreCp010
ChreCp013
ChreCp015
ChreCp016
ChreCp017
ChreCp022
ChreCp023
ChreCp024
ChreCp025
ChreCp026
ChreCp027
ChreCp028
ChreCp030
ChreCp031
ChreCp032
ChreCp034
ChreCp035
ChreCp037
ChreCp038
ChreCp039
ChreCp041
ChreCp043
ChreCp044
ChreCp046
ChreCp048
ChreCp049
ChreCp050
ChreCp052
ChreCp054
ChreCp056
ChreCp058
ChreCp059
ChreCp062
ChreCp063
ChreCp064
ChreCp066
ChreCp068
ChreCr001
ChreCr004
ChreCr007
ChreCr010
ChreCs001
ChreCt026
ChreCt029
ChrepMr09
ChrepMr10
ChrepMr11
ChrepMr13
ChrepMr14
ChrepMr15
ChrepMr16
ChrepMr17
ChrepMr18
ChrepMr19
ChrepMr20
Cre01.g006750
Cre01.g010296
Cre01.g012126
Cre01.g016350
Cre01.g017700
Cre01.g017750
Cre01.g026750
Cre01.g031450
Cre01.g035300
Cre01.g036350
Cre01.g037300
Cre01.g042200
Cre01.g044300
Cre01.g045200
Cre01.g048350
Cre01.g049200
Cre02.g076950
Cre02.g077750
Cre02.g080600
Cre02.g081700
Cre02.g083000
Cre02.g083100
Cre02.g084700
Cre02.g087350
Cre02.g090050
Cre02.g093500
Cre02.g093900
Cre02.g094200
Cre02.g095600
Cre02.g097050
Cre02.g097200
Cre02.g099400
Cre02.g102650
Cre02.g102900
Cre02.g108550
Cre02.g112266
Cre02.g115950
Cre02.g117200
Cre02.g141650
Cre02.g145350
Cre03.g150000
Cre03.g150050
Cre03.g151900
Cre03.g152700
Cre03.g152750
Cre03.g154550
Cre03.g155150
Cre03.g155750
Cre03.g161950
Cre03.g162350
Cre03.g162800
Cre03.g163650
Cre03.g173250
Cre03.g173650
Cre03.g177150
Cre03.g177800
Cre03.g186950
Cre03.g188050
Cre03.g192200
Cre03.g196250
Cre03.g201550
Cre04.g216826
Cre04.g218100
Cre04.g220400
Cre04.g227700
Cre04.g227950
Cre05.g231100
Cre05.g233500
Cre05.g235950
Cre05.g236650
Cre05.g237550
Cre05.g240300
Cre05.g241350
Cre05.g243472
Cre05.g245650
Cre06.g254224
Cre06.g254550
Cre06.g260000
Cre06.g264700
Cre06.g265700
Cre06.g266450
Cre06.g273100
Cre06.g274300
Cre06.g274800
Cre06.g274850
Cre06.g275850
Cre06.g282100
Cre06.g283000
Cre06.g283800
Cre06.g285950
Cre06.g288550
Cre06.g289050
Cre06.g289100
Cre06.g289750
Cre06.g302050
Cre06.g302950
Cre06.g305700
Cre06.g309000
Cre06.g311300
Cre07.g315250
Cre07.g316350
Cre07.g318800
Cre07.g321400
Cre07.g331700
Cre07.g333050
Cre07.g335100
Cre07.g336800
Cre07.g346900
Cre07.g346950
Cre07.g347650
Cre07.g351950
Cre07.g353900
Cre07.g354088
Cre07.g356650
Cre08.g359400
Cre08.g360400
Cre08.g360550
Cre08.g360564
Cre08.g361750
Cre08.g363150
Cre08.g364000
Cre08.g367100
Cre08.g369800
Cre08.g370150
Cre08.g372550
Cre08.g373435
Cre08.g384750
Cre09.g388350
Cre09.g388900
Cre09.g390300
Cre09.g395900
Cre09.g396000
Cre09.g400500
Cre09.g400800
Cre09.g401450
Cre09.g401900
Cre09.g402212
Cre09.g403600
Cre09.g403700
Cre09.g406750
Cre09.g406900
Cre09.g407120
Cre09.g408350
Cre09.g410087
Cre09.g413100
Cre10.g419100
Cre10.g420561
Cre10.g420600
Cre10.g420650
Cre10.g423200
Cre10.g433800
Cre10.g437650
Cre10.g443050
Cre10.g446600
Cre10.g446650
Cre10.g450600
Cre10.g452700
Cre10.g453450
Cre10.g456100
Cre10.g463200
Cre10.g466175
Cre11.g467900
Cre11.g476600
Cre11.g482650
Cre11.g483000
Cre12.g485200
Cre12.g487650
Cre12.g493100
Cre12.g494300
Cre12.g502600
Cre12.g502900
Cre12.g504450
Cre12.g506850
Cre12.g510350
Cre12.g513400
Cre12.g521950
Cre12.g528650
Cre12.g538650
Cre12.g542450
Cre12.g544450
Cre12.g544850
Cre12.g546550
Cre12.g552250
Cre12.g552350
Cre12.g554100
Cre12.g555700
Cre12.g561750
Cre13.g566550
Cre13.g566600
Cre13.g567450
Cre13.g569000
Cre13.g571550
Cre13.g576050
Cre13.g576100
Cre13.g583650
Cre13.g587300
Cre13.g588750
Cre13.g591600
Cre14.g609250
Cre14.g609350
Cre14.g616050
Cre14.g616850
Cre14.g617250
Cre14.g617400
Cre14.g623125
Cre14.g627450
Cre14.g628300
Cre14.g630700
Cre14.g631100
Cre14.g631600
Cre14.g631950
Cre14.g632350
Cre14.g633789
Cre15.g642950
Cre15.g643350
Cre16.g652250
Cre16.g652450
Cre16.g653250
Cre16.g655200
Cre16.g656750
Cre16.g657050
Cre16.g657900
Cre16.g661750
Cre16.g666653
Cre16.g667450
Cre16.g671200
Cre16.g678600
Cre16.g682400
Cre16.g686250
Cre16.g691800
Cre17.g697500
Cre17.g697750
Cre17.g701150
Cre17.g705100
Cre17.g705250
Cre17.g710400
Cre17.g711750
Cre17.g714800
Cre17.g720528
Cre17.g721700
Cre17.g723400
Cre17.g727800
Cre17.g728250
Cre17.g728550
Cre17.g729400
Cre17.g735200
Cre17.g735700
Cre17.g737800
Cre17.g738050
Cre17.g740800
g10200
g10206
g10242
g10244
g1051
g10951
g10953
g10990
g11051
g11181
g11523
g11524
g11565
g11576
g11577
g11606
g11614
g11755
g11757
g11998
g12011
g12152
g12235
g12249
g12716
g12879
g13197
g13210
g13213
g13265
g13461
g13476
g1348
g13505
g13796
g13808
g13824
g13839
g13914
g14064
g14065
g14189
g14224
g14569
g14860
g1489
g14902
g14904
g14958
g15102
g15276
g15293
g15294
g15295
g15471
g15511
g15528
g15540
g15639
g15775
g15825
g16100
g16101
g16102
g1629
g16410
g16424
g16469
g16551
g16800
g16808
g169
g17142
g17349
g17365
g17376
g17407
g1756
g17702
g17726
g17727
g17775
g1785
g17990
g18000
g18122
g18123
g18160
g18180
g18200
g18286
g18292
