x
ADF43159.1
ADF43160.1
ADF43161.1
ADF43162.1
ADF43163.1
ADF43164.1
ADF43165.1
ADF43166.1
ADF43167.1
ADF43168.1
ADF43169.1
ADF43170.1
ADF43171.1
ADF43172.1
ADF43173.1
ADF43174.1
ADF43175.1
ADF43176.1
ADF43177.1
ADF43178.1
ADF43179.1
ADF43180.1
ADF43181.1
ADF43182.1
ADF43183.1
ADF43184.1
ADF43185.1
ADF43186.1
ADF43187.1
ADF43188.1
ADF43189.1
ADF43190.1
ADF43191.1
ADF43192.1
ADF43193.1
ADF43194.1
ADF43195.1
ADF43196.1
ADF43197.1
ADF43199.1
ChreCp001
ChreCp007
ChreCp009
ChreCp011
ChreCp012
ChreCp014
ChreCp020
ChreCp029
ChreCp033
ChreCp036
ChreCp040
ChreCp042
ChreCp045
ChreCp047
ChreCp053
ChreCp055
ChreCp060
ChreCp061
ChreCp065
ChreCp067
ChreCp069
ChreCp070
ChreCr002
ChreCr005
ChreCr006
ChreCr009
ChreCt009
ChreCt014
ChreCt020
ChrepMp01
ChrepMp02
ChrepMp03
ChrepMp04
ChrepMp05
ChrepMp06
ChrepMp07
ChrepMp08
ChrepMr12
ChrepMr22
ChrepMt23
ChrepMt24
ChrepMt25
Cre01.g000050
Cre01.g000100
Cre01.g000150
Cre01.g000200
Cre01.g000250
Cre01.g000300
Cre01.g000350
Cre01.g000400
Cre01.g000450
Cre01.g000500
Cre01.g000550
Cre01.g000600
Cre01.g000650
Cre01.g000750
Cre01.g000800
Cre01.g000850
Cre01.g000900
Cre01.g000950
Cre01.g001000
Cre01.g001100
Cre01.g001150
Cre01.g001200
Cre01.g001350
Cre01.g001400
Cre01.g001550
Cre01.g001600
Cre01.g001650
Cre01.g001750
Cre01.g001800
Cre01.g001950
Cre01.g002050
Cre01.g002100
Cre01.g002150
Cre01.g002200
Cre01.g002227
Cre01.g002250
Cre01.g002300
Cre01.g002350
Cre01.g002400
Cre01.g002500
Cre01.g002550
Cre01.g002600
Cre01.g002650
Cre01.g002700
Cre01.g002800
Cre01.g002900
Cre01.g002950
Cre01.g003000
Cre01.g003050
Cre01.g003150
Cre01.g003200
Cre01.g003250
Cre01.g003300
Cre01.g003519
Cre01.g003550
Cre01.g003600
Cre01.g003700
Cre01.g003750
Cre01.g003800
Cre01.g003850
Cre01.g004000
Cre01.g004050
Cre01.g004200
Cre01.g004250
Cre01.g004300
Cre01.g004350
Cre01.g004400
Cre01.g004450
Cre01.g004500
Cre01.g004550
Cre01.g004600
Cre01.g004650
Cre01.g004700
Cre01.g004750
Cre01.g004800
Cre01.g004850
Cre01.g004900
Cre01.g004950
Cre01.g005000
Cre01.g005050
Cre01.g005100
Cre01.g005150
Cre01.g005200
Cre01.g005250
Cre01.g005400
Cre01.g005450
